id,theme_id,difficulty,statement_md,reference_solution_md,source,tags
31,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow \pi/3}(\operatorname{tg}^3x-3\operatorname{tg}x)/\cos(x+\pi/6)$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $t = x - \frac{\pi}{3}$. Тогда $x = t + \frac{\pi}{3}$.

$\operatorname{tg} x = \operatorname{tg}(t + \frac{\pi}{3}) = \frac{\operatorname{tg} t + \operatorname{tg} \frac{\pi}{3}}{1 - \operatorname{tg} t \operatorname{tg} \frac{\pi}{3}} = \frac{\operatorname{tg} t + \sqrt{3}}{1 - \sqrt{3} \operatorname{tg} t}$.

$\cos(x + \frac{\pi}{6}) = \cos(t + \frac{\pi}{3} + \frac{\pi}{6}) = \cos(t + \frac{\pi}{2}) = - \sin t$.

Тогда

$\lim_{x \rightarrow \pi/3} \frac{\operatorname{tg}^3 x - 3 \operatorname{tg} x}{\cos(x + \frac{\pi}{6})} = \lim_{t \rightarrow 0} \frac{(\frac{\operatorname{tg} t + \sqrt{3}}{1 - \sqrt{3} \operatorname{tg} t})^3 - 3(\frac{\operatorname{tg} t + \sqrt{3}}{1 - \sqrt{3} \operatorname{tg} t})}{-\sin t} = \lim_{t \rightarrow 0} \frac{(\operatorname{tg} t + \sqrt{3})^3 - 3(\operatorname{tg} t + \sqrt{3})(1 - \sqrt{3} \operatorname{tg} t)^2}{-\sin t (1 - \sqrt{3} \operatorname{tg} t)^3} = \lim_{t \rightarrow 0} \frac{\operatorname{tg}^3 t + 3\sqrt{3}\operatorname{tg}^2 t + 9 \operatorname{tg} t + 3\sqrt{3} - 3(\operatorname{tg} t + \sqrt{3})(1 - 2\sqrt{3}\operatorname{tg} t + 3\operatorname{tg}^2 t)}{-\sin t (1 - \sqrt{3} \operatorname{tg} t)^3} = \lim_{t \rightarrow 0} \frac{\operatorname{tg}^3 t + 3\sqrt{3}\operatorname{tg}^2 t + 9 \operatorname{tg} t + 3\sqrt{3} - 3(\operatorname{tg} t - 2\sqrt{3}\operatorname{tg}^2 t + 3\operatorname{tg}^3 t + \sqrt{3} - 6 \operatorname{tg} t + 3\sqrt{3} \operatorname{tg}^2 t)}{-\sin t (1 - \sqrt{3} \operatorname{tg} t)^3} = \lim_{t \rightarrow 0} \frac{\operatorname{tg}^3 t + 3\sqrt{3}\operatorname{tg}^2 t + 9 \operatorname{tg} t + 3\sqrt{3} - 3\operatorname{tg} t + 6\sqrt{3}\operatorname{tg}^2 t - 9\operatorname{tg}^3 t - 3\sqrt{3} + 18 \operatorname{tg} t - 9\sqrt{3} \operatorname{tg}^2 t}{-\sin t (1 - \sqrt{3} \operatorname{tg} t)^3} = \lim_{t \rightarrow 0} \frac{-8\operatorname{tg}^3 t + 24 \operatorname{tg} t}{-\sin t (1 - \sqrt{3} \operatorname{tg} t)^3} = \lim_{t \rightarrow 0} \frac{24 \operatorname{tg} t}{- \sin t} = -24/1 = -24.000$

Ответ: -24.000",user-dataset,
32,nan,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow \pi/4 + 0} (\operatorname{tg}(\pi/8+x))^{\operatorname{tg}2x}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
33,veroyatnost,easy,"Из букв А, А, М, М наугад составляют слово. Найти вероятность получить ""МАМА"". Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",Всего перестановок букв ААММ: 4!/(2!2!) = 6. Благоприятная перестановка только одна: МАМА. Вероятность = 1/6 ≈ 0.167,user-dataset,
34,matematicheskii-analiz,easy,"Указать такие $N$, начиная с которых можно гарантировать выполнение неравенства $|a_n| < \varepsilon$ при $a_n = \frac{1}{n}$ и $\varepsilon = 0.001$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Нужно найти такое N, что для всех n > N выполняется |1/n| < 0.001. Это эквивалентно 1/n < 0.001, или n > 1000. Следовательно, N = 1000.000",user-dataset,
35,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow +\infty}\sqrt{x+\sqrt{x+\sqrt{x}}}-\sqrt{x}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Умножим и разделим на сопряженное выражение:

$\displaystyle \lim_{x \rightarrow +\infty}\sqrt{x+\sqrt{x+\sqrt{x}}}-\sqrt{x} = \lim_{x \rightarrow +\infty} \frac{x+\sqrt{x+\sqrt{x}} - x}{\sqrt{x+\sqrt{x+\sqrt{x}}} + \sqrt{x}} = \lim_{x \rightarrow +\infty} \frac{\sqrt{x+\sqrt{x}}}{\sqrt{x+\sqrt{x+\sqrt{x}}} + \sqrt{x}}$

Разделим числитель и знаменатель на $\sqrt{x}$:

$\displaystyle \lim_{x \rightarrow +\infty} \frac{\sqrt{1+\frac{\sqrt{x}}{x}}}{\sqrt{1+\frac{\sqrt{x+\sqrt{x}}}{x}} + 1} = \lim_{x \rightarrow +\infty} \frac{\sqrt{1+\frac{1}{\sqrt{x}}}}{\sqrt{1+\sqrt{\frac{1}{x} + \frac{1}{x\sqrt{x}}}}+1} = \frac{\sqrt{1+0}}{\sqrt{1+0}+1} = \frac{1}{2} = 0.5$

Ответ: 0.500",user-dataset,
36,matematicheskii-analiz,easy,"Указать такие $N$, начиная с которых можно гарантировать выполнение неравенства $|a_n| < \varepsilon$ при $a_n = \frac{1}{n}$ и $\varepsilon = 0.01$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Нужно найти такое N, что для всех n > N выполняется |1/n| < 0.01. 
1/n < 0.01 эквивалентно n > 100. 
Таким образом, N = 100.000",user-dataset,
37,lineinaya-algebra,medium,"Решить матричное уравнение \( A A^T X = B \), где \[ A = \begin{pmatrix} 1 & 1 & 1 \\ 1 & -1 & 1 \end{pmatrix}, \quad B = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix} \] Ответ запиши в формате $ a_{11}; a_{12}; \dots; a_{1n}; a_{21}; a_{22}; \dots; a_{mn}, $ округлив по правилам математического округления до 3 знаков после запятой.","Вычислим $A A^T = \begin{pmatrix} 1 & 1 & 1 \\ 1 & -1 & 1 \end{pmatrix} \begin{pmatrix} 1 & 1 \\ 1 & -1 \\ 1 & 1 \end{pmatrix} = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix}$.

Тогда уравнение имеет вид $\begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix} X = \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix}$.

Обозначим $C = \begin{pmatrix} 3 & 1 \\ 1 & 3 \end{pmatrix}$. Тогда $C^{-1} = \frac{1}{8} \begin{pmatrix} 3 & -1 \\ -1 & 3 \end{pmatrix}$.

$X = C^{-1} B = \frac{1}{8} \begin{pmatrix} 3 & -1 \\ -1 & 3 \end{pmatrix} \begin{pmatrix} 1 & 3 \\ 2 & 4 \end{pmatrix} = \frac{1}{8} \begin{pmatrix} 1 & 5 \\ 5 & 9 \end{pmatrix} = \begin{pmatrix} 0.125 & 0.625 \\ 0.625 & 1.125 \end{pmatrix}$.

Ответ: 0.125; 0.625; 0.625; 1.125",user-dataset,
38,matematicheskii-analiz,easy,"Вычислить $\displaystyle \lim_{n \to \infty} \sqrt[n]{a}$ при $a > 0$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $a > 0$. Тогда $\lim_{n \to \infty} \sqrt[n]{a} = 1$. 
Ответ: 1.000",user-dataset,
39,predely,medium,"Вычисли $ \displaystyle \lim_{n \rightarrow \infty} (1-2+3-...+(-1)^{n-1}n)/n$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $S_n = 1 - 2 + 3 - ... + (-1)^{n-1}n$.
Если $n$ четное, то $S_n = (1-2) + (3-4) + ... + (n-1 - n) = -1 - 1 - ... - 1 = -n/2$.
Если $n$ нечетное, то $S_n = 1 + (-2+3) + (-4+5) + ... + (-(n-1) + n) = 1 + 1 + ... + 1 = 1 + (n-1)/2 = (n+1)/2$.
Тогда, если $n$ четное, то $S_n/n = -n/(2n) = -1/2 = -0.5$.
Если $n$ нечетное, то $S_n/n = (n+1)/(2n) = (1 + 1/n)/2$. При $n \rightarrow \infty$, $(1 + 1/n)/2 \rightarrow 1/2 = 0.5$.
Предел не существует, так как для четных $n$ предел равен -0.5, а для нечетных 0.5. Однако, если рассматривать предел по Чезаро, то он равен 0.
Если задача подразумевает предел по Чезаро, то ответ 0.000. Если нет, то предела не существует.",user-dataset,
40,veroyatnost,easy,"Брошены три монеты. Найти вероятность выпадения двух ""гербов"". Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего возможных исходов при бросании трех монет: 2^3 = 8.
Благоприятные исходы (два герба и одна решка): ГГР, ГРГ, РГГ. Всего 3 исхода.
Вероятность = 3/8 = 0.375",user-dataset,
41,lineinaya-algebra,medium,"Найти обратную матрицу для: \[ \begin{pmatrix} 1 & 4 & 5 \\ 3 & 13 & 21 \\ 2 & 9 & 17 \end{pmatrix} \] Ответ запиши в формате $ a_{11}; a_{12}; \dots; a_{1n}; a_{21}; a_{22}; \dots; a_{mn}, $ округлив по правилам математического округления до 3 знаков после запятой.","Вычисляем обратную матрицу. 

Определитель матрицы равен 1.

Обратная матрица: 

\begin{pmatrix} 2; -23; 17 \\ -9; 7; -6 \\ 1; -1; 1 \end{pmatrix}

Ответ: 2; -23; 17; -9; 7; -6; 1; -1; 1",user-dataset,
42,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \int_0^1 \dfrac{\sqrt[3]{x}-1}{\ln(x)}$.Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Рассмотрим интеграл $I(a) = \int_0^1 \frac{x^a - 1}{\ln x} dx$. Тогда $I'(a) = \int_0^1 \frac{x^a \ln x}{\ln x} dx = \int_0^1 x^a dx = \frac{1}{a+1}$.
Следовательно, $I(a) = \int \frac{1}{a+1} da = \ln(a+1) + C$. Так как $I(0) = 0$, то $C = 0$. Значит, $I(a) = \ln(a+1)$.
Исходный интеграл равен $I(1/3) = \ln(1/3 + 1) = \ln(4/3) \approx 0.287682 \approx 0.288$.
Ответ: 0.288",user-dataset,
43,nan,medium,"Вычисли $ \displaystyle \int_1^2 \left(\dfrac{\cos^8x+\sin^8x-1}{\cos^6x+\sin^6x-1}+\dfrac{2}{3}\cos^2x\sin^2x\right)dx$.Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
44,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \int_0^{e-1} (3x-5)/(x+1)dx$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","$\displaystyle \int_0^{e-1} \frac{3x-5}{x+1}dx = \int_0^{e-1} \frac{3(x+1)-8}{x+1}dx = \int_0^{e-1} (3 - \frac{8}{x+1})dx = [3x - 8\ln(x+1)]_0^{e-1} = 3(e-1) - 8\ln(e) - (0 - 8\ln(1)) = 3e - 3 - 8 = 3e - 11 \approx 3(2.71828) - 11 \approx 8.15484 - 11 \approx -2.84516 \approx -2.845$

Ответ: -2.845",user-dataset,
45,nan,medium,"Вычисли $ \displaystyle \lim_{n \rightarrow \infty} ((-2)^n+3^n)/((-2)^{n+1}+3^{n+1}$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
46,nan,medium,"Пусть $a$ — положительный корень уравнения $x^{2017} - x - 1 = 0$, а $b$ — положительный корень уравнения $y^{4034} - y = 3a$. Найдите десятый знак после запятой числа $|a - b|$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
47,matematicheskii-analiz,medium,"Вычислить интеграл: $\displaystyle \int_{2}^{3} \frac{3x^2}{x^3 - 7} dx$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $u = x^3 - 7$, тогда $du = 3x^2 dx$. Интеграл преобразуется в $\int \frac{1}{u} du = \ln|u| + C = \ln|x^3 - 7| + C$. Вычисляем определенный интеграл: $\int_{2}^{3} \frac{3x^2}{x^3 - 7} dx = \ln|x^3 - 7| \Big|_{2}^{3} = \ln|3^3 - 7| - \ln|2^3 - 7| = \ln|27 - 7| - \ln|8 - 7| = \ln(20) - \ln(1) = \ln(20) - 0 = \ln(20) \approx 2.99573$. Округляя до 3 знаков после запятой, получаем 2.996.
Ответ: 2.996",user-dataset,
48,matematicheskii-analiz,easy,"Вычисли $ \displaystyle \int_3^6 e^{x/3} dx$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","$\displaystyle \int_3^6 e^{x/3} dx = 3e^{x/3} |_3^6 = 3e^2 - 3e^1 = 3e(e-1) \approx 3 \cdot 2.718 \cdot (2.718 - 1) = 3 \cdot 2.718 \cdot 1.718 \approx 13.920$.
Ответ: 13.920",user-dataset,
49,matematicheskii-analiz,easy,"Вычисли $ \displaystyle \lim_{x \rightarrow 0}(1-\cos x)/x^2$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Используем правило Лопиталя: \[
\lim_{x \rightarrow 0} \frac{1 - \cos x}{x^2} = \lim_{x \rightarrow 0} \frac{\sin x}{2x} = \lim_{x \rightarrow 0} \frac{\cos x}{2} = \frac{1}{2} = 0.5
\]
Ответ: 0.500",user-dataset,
50,nan,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \frac{n^2 \sin(3n + n^5)}{4^n + 4^{-n}}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
51,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 1}(1+\sin(\pi x))^{\operatorname{ctg}\pi x} $. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $y = x - 1$, тогда $x = y + 1$ и $x \rightarrow 1$ эквивалентно $y \rightarrow 0$. Тогда

$\displaystyle \lim_{x \rightarrow 1}(1+\sin(\pi x))^{\operatorname{ctg}\pi x} = \lim_{y \rightarrow 0}(1+\sin(\pi (y+1)))^{\operatorname{ctg}\pi (y+1)} = \lim_{y \rightarrow 0}(1+\sin(\pi y + \pi))^{\operatorname{ctg}(\pi y + \pi)} = \lim_{y \rightarrow 0}(1-\sin(\pi y))^{\operatorname{ctg}(\pi y)} = \lim_{y \rightarrow 0} \exp(\operatorname{ctg}(\pi y) \ln(1-\sin(\pi y)))$.

Так как $\sin(\pi y) \sim \pi y$ и $\operatorname{ctg}(\pi y) \sim \frac{1}{\pi y}$ при $y \rightarrow 0$, то $\operatorname{ctg}(\pi y) \ln(1-\sin(\pi y)) \sim \frac{1}{\pi y} (-\sin(\pi y)) \sim \frac{1}{\pi y} (-\pi y) = -1$.

Тогда $\displaystyle \lim_{x \rightarrow 1}(1+\sin(\pi x))^{\operatorname{ctg}\pi x} = e^{-1} \approx 0.368$.",user-dataset,
52,matematicheskii-analiz,easy,"Вычислить интеграл: $\displaystyle \int_{0}^{\ln 2} x e^{-x} dx$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Интегрируем по частям: $\int x e^{-x} dx = -xe^{-x} - e^{-x} + C$. Тогда $\int_{0}^{\ln 2} x e^{-x} dx = (-xe^{-x} - e^{-x})|_{0}^{\ln 2} = (-\ln 2 \cdot e^{-\ln 2} - e^{-\ln 2}) - (0 - 1) = -\ln 2 \cdot \frac{1}{2} - \frac{1}{2} + 1 = \frac{1}{2} - \frac{\ln 2}{2} = \frac{1 - \ln 2}{2} \approx \frac{1 - 0.693}{2} = \frac{0.307}{2} = 0.1535 \approx 0.154$.
Ответ: 0.154",user-dataset,
53,veroyatnost,easy,"В телефонном номере 135-3?-?? стерлись три последние цифры. Найти вероятность, что стерлись различные цифры, отличные от 1, 3, 5. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего вариантов для трех стертых цифр: 10 * 10 * 10 = 1000.
Цифры должны быть различными и отличными от 1, 3, 5. Значит, доступны цифры 0, 2, 4, 6, 7, 8, 9. Всего 7 цифр.
Число способов выбрать 3 различные цифры из 7: 7 * 6 * 5 = 210.
Вероятность = 210 / 1000 = 0.21
Ответ: 0.210",user-dataset,
